Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sun.;25.02.2018;12:30;240263;Neunburg v. W., Hauptschulturnhalle;70;ÜBL MC;ÜBL Staffel NO 1 ;FC Neunburg v.W.;TSV Neutraubling;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:30;270000;Alling, Sporthalle an der Parsberger Straße ;20064072;ÜBL WC;ÜBL Staffel S 1;TSV Alling;TSV Gilching II;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:30;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20062282;ÜBOL WC;ÜBOL SW;FC Burlafingen;TSV Gersthofen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:30;250182;Krumbach, Halle Schulzentrum;20062283;ÜBOL WC;ÜBOL SW;TSV Niederraunau;SG Biessenhofen-Marktoberdorf;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:30;270184;Kempten, Sporthalle an der Westendstrasse;20057539;ÜBOL WB;ÜBOL Staffel SW;SG Kempten-Kottern;TSV Gilching;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:45;230268;Nürnberg, Herriedenerhalle;20035079;BY MB;Bayernliga;TV Eibach 03;TSV Niederraunau;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:45;240201;Lauf, Halle im Sportpark Haberloh;20061063;LL WC;Landesliga Staffel Nord;Tuspo Heroldsberg;TV Gunzenhausen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:45;270160;Immenstadt, Julius-Kunert-Halle;20031250;LL MA;Landesliga Staffel Süd;TV Immenstadt;TSV Niederraunau;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:45;220141;Hirschaid, Regnitz-Arena;20043157;ÜBL MC;ÜBL Staffel N 1;TV Hallstadt;TV Gerolzhofen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:45;230081;Emskirchen, Sport- und. Spielzentrum;20062039;ÜBOL WC;ÜBOL N;SV Puschendorf II;HSV Bergtheim;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:45;230463;Wendelstein, Gymnasium;20057150;ÜBOL WB;ÜBOL Staffel N;TSV Wendelstein;SG Schwabach/Roth;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:45;210401;Thüngersheim Raiffeisen Sporthalle;79;ÜBOL WA;ÜBOL Staffel NW;HSV Thüngersheim;TSV Mellrichstadt;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:45;280249;München, Sporthalle TSV Milbertshofen;20037581;ÜBOL MB;ÜBOL Staffel S;TSV Milbertshofen;HSG Isar-Loisach;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:55;270140;Herrsching, Sporthalle an der Nikolausstrasse ;20051249;LL WA;Landesliga Staffel Süd;TSV Herrsching;Dietmannsried/Altusried;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:00;210342;Rimpar DJK-Halle;20035080;BY MB;Bayernliga;SG DJK Rimpar;TuS Fürstenfeldbruck;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:00;270123;Geretsried, Hauptschule ;20040078;BY MC;Bayernliga;HSG Isar-Loisach;HC Erlangen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:00;250101;Friedberg, Sporthalle des TSV Friedberg;20036277;LL MB;Landesliga Staffel Süd;TSV Friedberg;TSV Grafing;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:00;220224;Münchberg, Gymnasiumhalle;71;ÜBL MC;ÜBL Staffel N 2;TV Münchberg;TV Marktleugast II;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:00;210461;Würzburg TGW-Halle;20038071;ÜBL MB;ÜBL Staffel NW ;TG 48 Würzburg;TV Gerolzhofen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:00;260300;Oberschleißheim, Sporthalle an der Jahnstr. ;20044168;ÜBL MC;ÜBL Staffel S 2;TSV Schleißheim;FC Bayern München;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:00;270021;Bad Tölz, Gabriel-Seidl Gymnasium;20064244;ÜBL WC;ÜBL Staffel S 3;SC Gaißach;TuS Prien II;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:00;280224;München, Sporthalle Eversbuschstr.;20062480;ÜBOL WC;ÜBOL S;TSV Allach 09 II;TSV Murnau;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:00;250125;Günzburg, Sporthalle ;20062284;ÜBOL WC;ÜBOL SW;VfL Günzburg;TSV Ottobeuren;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:00;230120;Gunzenhausen, Stephani-Schule;20042049;ÜBOL MC;ÜBOL Staffel NW;TV Gunzenhausen;TV Marktsteft;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:00;260204;Landshut, Sparda-Bank Sporthalle;20042366;ÜBOL MC;ÜBOL Staffel O;ETSV 09 Landshut;TSV Gaimersheim;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:15;240082;Erlangen, Karl-Heinz-Hiersemann Halle;20060052;BY WC;Bayernliga;HC Erlangen;TSV Allach 09;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:15;280231;München, Schulsporthalle Gymnasium Trudering / Eingang Markgrafenstr. 19;20044169;ÜBL MC;ÜBL Staffel S 2;TSV Trudering;SC Eching;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:15;250009;Augsburg-Hochzoll, DJK-Sporthalle ;20038755;ÜBL MB;ÜBL Staffel SW 2 ;DJK Augsburg-Hochzoll;VSC Donauwörth;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:15;210201;Lohr Spessarttorhalle;20057051;ÜBOL WB;ÜBOL Staffel NW;TSV Lohr;TV Roßtal;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:20;280320;Prien, Ludwig-Thoma-Halle;20038957;ÜBL MB;ÜBL Staffel S 2;TuS Prien;TSV Brannenburg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:20;260225;Moosburg, Sporthalle Hauptschule;20058442;ÜBL WB;ÜBL Staffel SO 1 ;SG Moosburg e.V.;VfR Garching;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:30;240083;Erlangen, Sporthalle am Europakanal;20043568;ÜBL MC;ÜBL Staffel M  ;HC Erlangen III;TV Erl.-Bruck;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:30;280233;München, Schulsporthalle Pfarrer Grimmstr. / Eingang über Zwiedineckstr.!;20064073;ÜBL WC;ÜBL Staffel S 1;HSG München West II;TSV Milbertshofen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:30;250263;Neu-Ulm, Sporthalle im Offenhauser Gries;20058656;ÜBL WB;ÜBL Staffel SW ;TSV Neu-Ulm;Dinkelscherben;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:30;280400;Taufkirchen, Sporthalle Köglweg;20062379;ÜBOL WC;ÜBOL SO;HT München II;TSV Schleißheim;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:30;260001;Altötting, Dreifachturnhalle Hauptschule;20042550;ÜBOL MC;ÜBOL Staffel SO;TV Altötting;TSV EBE Forst United;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:30;280440;Vaterstetten, Schulsporthalle;20042549;ÜBOL MC;ÜBOL Staffel SO;TSV Vaterstetten;VfL Waldkraiburg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:30;260020;Bergkirchen, Sporthalle;20057437;ÜBOL WB;ÜBOL Staffel SO;HSG Schwab/kirchen;SpVgg Erdweg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:30;260321;Pfaffenhofen-Niederscheyern, Hauptschule;20057438;ÜBOL WB;ÜBOL Staffel SO;MTV Pfaffenhofen;DJK Rohrbach;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:45;220021;Bayreuth, Sporthalle Ost;20041077;LL MC;Landesliga Staffel Nord;HaSpo Bayreuth;SG DJK Rimpar II;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:45;210223;Marktsteft Mehrzweckhalle;20036078;LL MB;Landesliga Staffel Nord;TV Marktsteft;TSV 04 Feucht;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:45;260480;Zolling, Dreifach-Turnhalle;20058443;ÜBL WB;ÜBL Staffel SO 1 ;SVA Palzing;SC Eching;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;13:45;280145;Hausham, Schulsporthalle;20052882;ÜBOL WA;ÜBOL Staffel S;TSV Schliersee;TSV Grafing;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;270303;Olching, Hauptschule;20040079;BY MC;Bayernliga;HSG Gröbenzell-Olching;Eichenauer SV;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;210341;Rimpar Maximilian-Kolbe-Schule;20010126;BY M;Bayernliga;SG DJK Rimpar II;VfL Günzburg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;220027;Burgkunstadt, Obermainhalle;20051049;LL WA;Landesliga Staffel Nord;SG Kunstadt-Weidhausen;TSG Estenfeld;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;210361;Schweinfurt Schulzentrum West;20041078;LL MC;Landesliga Staffel Nord;MHV Schweinf.09;SpVgg Altenerding;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;220140; Helmbrechts Sporthalle Helmbrechts;20056064;LL WB;Landesliga Staffel Nord;TV Helmbrechts;SpVgg Altenerding;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;270461;Weilheim, Jahnhalle ;20031251;LL MA;Landesliga Staffel Süd;TSV Weilheim;TSV Übersee;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;250182;Krumbach, Halle Schulzentrum;20041279;LL MC;Landesliga Staffel Süd;TSV Niederraunau;SG Kempten-Kottern;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;240145;Herzogenaurach, Sporthalle Gymnasium;20043569;ÜBL MC;ÜBL Staffel M  ;TS Herzogenaurach;ESV Flügelrad;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;240320;Postbauer-Heng, Schulsporthalle;20063344;ÜBL WC;ÜBL Staffel N 2;SG Rohr/Pavelsbach;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;220082;Ebersdorf, Frankenlandhalle;20058258;ÜBL WB;ÜBL Staffel NO;TV 1886 Ebersd.;HC Neust./Aisch;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;210060;Dettelbach Maintalhalle;20033032;ÜBL MA;ÜBL Staffel NW ;TV Dettelbach;TV Großlangheim;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;280350;Rosenheim, Luitpoldhalle;20033656;ÜBL MA;ÜBL Staffel S ;ESV Rosenheim;SVW  Burghausen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;280238;München, Sportpark SVN München;20044170;ÜBL MC;ÜBL Staffel S 2;SVN München;TS Jahn München;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;260340;Regen, Realschulsporthalle;20063846;ÜBL WC;ÜBL Staffel SO  ;HSG Bayerwald;ATSV Kelheim e.V;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;260262;Neuburg, Halle am Volksfestplatz;20043657;ÜBL MC;ÜBL Staffel SO 1;TSV 1862 Neuburg;DJK Eichstätt;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;260322;Pfaffenhofen, Realschul-Sporthalle;20038556;ÜBL MB;ÜBL Staffel SO 1;HF Scheyern;TSV Dachau 65;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;250004;Augsburg, Sporthalle TSV 1871 Augsburg;20043969;ÜBL MC;ÜBL Staffel SW 2 ;Augsburg 1871;TSV Bobingen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;240080;Eckental, Sporthalle Eschenau;20057151;ÜBOL WB;ÜBOL Staffel N;HG Eckental;TV Eibach 03;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;240148;Hannberg, Seebachgrundhalle;20042050;ÜBOL MC;ÜBOL Staffel NW;HSG SGS Erl/HC Niederl;SG Kernfranken;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;240321;Pyrbaum, Schulsporthalle;20052467;ÜBOL WA;ÜBOL Staffel O;HSG Pyrbaum/Seligenporten;HSG Berching/Pollanten;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;280241;München, Sporthalle Gaißacher Str.;20032366;ÜBOL MA;ÜBOL Staffel SO;SG Süd/Blumenau;TSV Brannenburg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;270184;Kempten, Sporthalle an der Westendstrasse;20052667;ÜBOL WA;ÜBOL Staffel SW;SG Kempten-Kottern;Eichenauer SV;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20057352;ÜBOL WB;ÜBOL Staffel W;FC Burlafingen;VSC Donauwörth;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:10;220142;Hof, Jahnhalle;20033156;ÜBL MA;ÜBL Staffel N;TSV Hof 1861;SG Bad Rodach/Großw.;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:15;230344;Rothenburg, Halle am P1;20043570;ÜBL MC;ÜBL Staffel M  ;TSV Rothenburg;HG Ansbach;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:15;220260;Naila, Frankenhalle;72;ÜBL MC;ÜBL Staffel N 2;HG Naila;HSG Rödental/Neustadt;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:15;230140;Heilsbronn, Realschule;20063456;ÜBL WC;ÜBL Staffel NO;SG Kernfranken;HSG Rednitzgrund;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:15;270000;Alling, Sporthalle an der Parsberger Straße ;20038756;ÜBL MB;ÜBL Staffel SW 2 ;TuS Fürstenfeldbruck II;SV Mering;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:15;240140;Hemau, Tangrintel-Halle;20062152;ÜBOL WC;ÜBOL O;HG Hemau/Beratzhausen;TSV Wendelstein;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:15;230463;Wendelstein, Gymnasium;20052283;ÜBOL WA;ÜBOL Staffel N;TSV Wendelstein;TSV Altenfurt;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:15;230081;Emskirchen, Sport- und. Spielzentrum;20057052;ÜBOL WB;ÜBOL Staffel NW;SV Puschendorf;TS Herzogenaurach;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:15;270124;Germering, Unterpfaffenhofen Realschule ;20032481;ÜBOL MA;ÜBOL Staffel S;SC U`hfn/Germering;Eichenauer SV;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:15;250361;Schwabmünchen, Sporthalle an der Grundschule ;20037481;ÜBOL MB;ÜBOL Staffel SW;Schwabmünchen;TV Memmingen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:15;270460;Waltenhofen, Mehrzweckhalle ;20037482;ÜBOL MB;ÜBOL Staffel SW;TV Waltenhofen;TSV Landsberg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:30;260100;Freising, Luitpoldhalle;20021125;LLF;Landesliga Staffel N;HSG Freising-Neufahrn;HSG Mainfranken;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:30;260201;Landshut, VfL-Landshut Achdorf;20041079;LL MC;Landesliga Staffel Nord;VFL Landshut;JHG Adler Nürnberg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:30;240201;Lauf, Halle im Sportpark Haberloh;20056065;LL WB;Landesliga Staffel Nord;Tuspo Heroldsberg;Mintraching/Neutraubling;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:30;260300;Oberschleißheim, Sporthalle an der Jahnstr. ;20031051;LL MA;Landesliga Staffel Nord;TSV Schleißheim;HC 03 Bamberg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:30;250008;Haunstetten, Sporthalle  TSV;20061064;LL WC;Landesliga Staffel Nord;TSV Haunstetten;VfL SF Bad Neust;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:30;250124;Gundelfingen,Kreissporthalle ;20022125;LLF;Landesliga Staffel S;TV Gundelfingen;TSV Schleißheim;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:30;270140;Herrsching, Sporthalle an der Nikolausstrasse ;20036278;LL MB;Landesliga Staffel Süd;TSV Herrsching;ESV 27 Regensbg.;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:30;260205;Landshut, Halle Sportzentrum West;20061262;LL WC;Landesliga Staffel Süd;TG Landshut;HSG Isar-Loisach;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:30;220220;Marktleugast, Dreifachsporthalle;55;ÜBL MB;ÜBL Staffel N ;TV Marktleugast;TV Michelau;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:30;210401;Thüngersheim Raiffeisen Sporthalle;20033033;ÜBL MA;ÜBL Staffel NW ;HSV Thüngersheim;TSV Karlstadt;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:30;240460;Wackersdorf, Schulsporthalle;56;ÜBL WC;ÜBL Staffel O ;TV Wackersdorf;SG Post/Süd Regensburg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:30;270222;Memmingen, Berufsbildungszentrum Halle 1 ;20063932;ÜBL WC;ÜBL Staffel SW ;TV Memmingen;TSV Oberstaufen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:30;230268;Nürnberg, Herriedenerhalle;20037184;ÜBOL MB;ÜBOL Staffel NO;JHG Adler Nürnberg;TV Helmbrechts;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:30;240100;Feucht, Wilhelm-Baum-Halle;20042150;ÜBOL MC;ÜBOL Staffel NO;TSV 04 Feucht;TV Eibach 03;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:30;240263;Neunburg v. W., Hauptschulturnhalle;20057252;ÜBOL WB;ÜBOL Staffel O;FC Neunburg v.W.;DJK SV Berg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:30;280231;München, Schulsporthalle Gymnasium Trudering / Eingang Markgrafenstr. 19;20037352;ÜBOL MB;ÜBOL Staffel SO;TSV Trudering;TSV München-Ost;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:45;250101;Friedberg, Sporthalle des TSV Friedberg;20040081;BY MC;Bayernliga;TSV Friedberg;SV Anzing;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:45;280224;München, Sporthalle Eversbuschstr.;20040080;BY MC;Bayernliga;TSV Allach 09;ESV Rosenheim;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:45;270126;Gilching, Rathaushalle ;20036279;LL MB;Landesliga Staffel Süd;TSV Gilching;HT München;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:45;220224;Münchberg, Gymnasiumhalle;44;ÜBL WC;ÜBL Staffel N 1;TV Münchberg;TV 1886 Ebersd.;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:45;270021;Bad Tölz, Gabriel-Seidl Gymnasium;20058773;ÜBL WB;ÜBL Staffel S;SC Gaißach;TSV München-Ost;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:45;280010;Anzing, Sportzentrum;20044171;ÜBL MC;ÜBL Staffel S 2;SV Anzing II;Kirchheimer SC;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:45;230300;Oberasbach, Dietrich-Bonhoeffer-Gymnasium;20037083;ÜBOL MB;ÜBOL Staffel NW;JSG Fürther Land;DJK Waldbüttelbr;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:45;210201;Lohr Spessarttorhalle;80;ÜBOL WA;ÜBOL Staffel NW;TSV Lohr;SG Dett./Biberg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;14:50;260225;Moosburg, Sporthalle Hauptschule;56;ÜBL MB;ÜBL Staffel SO 2 ;SG Moosburg e.V.;TV Eggenfelden;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;260164;Ingolstadt, Bezirkssportanlage Süd-Ost;20020123;BY F;Bayernliga;HG Ingolstadt;ASV Dachau;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;240082;Erlangen, Karl-Heinz-Hiersemann Halle;20020124;BY F;Bayernliga;HC Erlangen;HSV Bergtheim;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;230341;Roßtal, Mittelschule;20031052;LL MA;Landesliga Staffel Nord;TV Roßtal;TSV Allach 09;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;280400;Taufkirchen, Sporthalle Köglweg;20056264;LL WB;Landesliga Staffel Süd;HT München;TSV Weilheim;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;280320;Prien, Ludwig-Thoma-Halle;20056263;LL WB;Landesliga Staffel Süd;TuS Prien;TV Waltenhofen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;250125;Günzburg, Sporthalle ;20041280;LL MC;Landesliga Staffel Süd;VfL Günzburg;TSV Ottobeuren;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;240147;Hilpoltstein, Sporthalle Gymnasium;20058344;ÜBL WB;ÜBL Staffel M ;TV Hilpoltstein;TV Büchenbach;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;240026;Berching, Mehrzweckhalle;20058345;ÜBL WB;ÜBL Staffel M ;HSG Berching/Pollanten;SV Obertraubling;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;260085;Erding, Sporthalle Gymnasium II;20038557;ÜBL MB;ÜBL Staffel SO 1;SpVgg Altenerding II;TSV Gaimersheim;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;270122;Paul-Hey-Mittelschule;20062482;ÜBOL WC;ÜBOL S;HC Gauting;TSV Weilheim;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;280233;München, Schulsporthalle Pfarrer Grimmstr. / Eingang über Zwiedineckstr.!;20062481;ÜBOL WC;ÜBOL S;HSG München West;BSC Oberhausen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;240020;Burglengenfeld, Sporthalle Johann-Michael-Fischer-Gymnasium;20052366;ÜBOL WA;ÜBOL Staffel M;JHG Städtedreieck/Schwandorf;MBB SG Manching;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;240143;Hersbruck, Sportzentrum;20042151;ÜBOL MC;ÜBOL Staffel NO;HC Hersbruck e.V;SG Auerbach/Pegnitz;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;210022;Bad Neustadt Bgm.-Goebels-Halle;20042051;ÜBOL MC;ÜBOL Staffel NW;HSC Bad Neustadt;DJK Waldbüttelbr;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;240301;Oberviechtach, Sporthalle Gymnasium;20032164;ÜBOL MA;ÜBOL Staffel O;HV Oberviechtach;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;260321;Pfaffenhofen-Niederscheyern, Hauptschule;20032482;ÜBOL MA;ÜBOL Staffel S;MTV Pfaffenhofen;TSV Milbertshofen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;270180;Neugablonz, Sporthalle an der Turnerstrasse;20037483;ÜBOL MB;ÜBOL Staffel SW;SG Kaufbeuren/Neugablonz;SG Biessenhofen-Marktoberdorf;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;270463;Weßling, Sporthalle am Meilinger Weg ;20057540;ÜBOL WB;ÜBOL Staffel SW;SC Weßling;TSV Herrsching;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:00;270060;Dietmannsried, Dreifachsporthalle;20042452;ÜBOL MC;ÜBOL Staffel SW;Dietmannsried/Altusried;TSV Schongau;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:15;260001;Altötting, Dreifachturnhalle Hauptschule;20033657;ÜBL MA;ÜBL Staffel S ;TV Altötting;TuS Traunreut;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:15;230120;Gunzenhausen, Stephani-Schule;20032165;ÜBOL MA;ÜBOL Staffel O;TV Gunzenhausen;SSG Metten;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:30;210223;Marktsteft Mehrzweckhalle;20011126;LLM;Landesliga Staffel N;TV Marktsteft;TG Heidingsfeld;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:30;240340;Regensburg, Sporthalle ESV 27;20041080;LL MC;Landesliga Staffel Nord;ESV 27 Regensbg.;JSG Fürther Land;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:30;280440;Vaterstetten, Schulsporthalle;20022126;LLF;Landesliga Staffel S;TSV Vaterstetten;ASV Dachau II;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:30;240145;Herzogenaurach, Sporthalle Gymnasium;20063457;ÜBL WC;ÜBL Staffel NO;TS Herzogenaurach;ESV Flügelrad;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:30;280238;München, Sportpark SVN München;20038855;ÜBL MB;ÜBL Staffel S 1;SVN München;Kirchheimer SC;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:30;280243;München, Schulsporthalle Riesstr. 50;20038856;ÜBL MB;ÜBL Staffel S 1;FC Bayern München;VfR Garching;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:30;250260;Neusäss, Sporthalle an der Eichenwaldschule;20063646;ÜBL WC;ÜBL Staffel W ;TSV Neusäss;TV Gundelfingen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:30;220021;Bayreuth, Sporthalle Ost;20062153;ÜBOL WC;ÜBOL O;HaSpo Bayreuth;HSG Pyrbaum/Seligenporten;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:30;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20037484;ÜBOL MB;ÜBOL Staffel SW;JSG Burlafingen/Neu-Ulm;SG Kempten-Kottern;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:30;260020;Bergkirchen, Sporthalle;20052766;ÜBOL WA;ÜBOL Staffel W;HSG Schwab/kirchen;TSF Ludwigsfeld;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:30;250182;Krumbach, Halle Schulzentrum;20057353;ÜBOL WB;ÜBOL Staffel W;TSV Niederraunau;TV Gundelfingen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;15:40;280366;Salzburg, Sporthalle Liefering;20032367;ÜBOL MA;ÜBOL Staffel SO;SG SHV/UHC Salzburg;TS Jahn München;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;16:00;240264;Neutraubling, Sporthalle Mittelschule;20020126;BY F;Bayernliga;Mintraching/Neutraubling;1.FCN Handball;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;16:00;210341;Rimpar Maximilian-Kolbe-Schule;20020125;BY F;Bayernliga;SG DJK Rimpar;HSG Fichtelgebirge;="0:0";="0:0";;;;;;;;
