Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sun.;26.11.2017;12:30;270464;Wolfratshausen, Sporthalle an der Loisach;20061227;LL WC;Landesliga Staffel Süd;HSG Isar-Loisach;TG Landshut;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:30;220260;Naila, Frankenhalle;35;ÜBL WB;ÜBL Staffel N;HG Naila;TSV Hof 1861;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:30;220142;Hof, Jahnhalle;44;ÜBL MC;ÜBL Staffel N 2;SG Hof/Hochfranken;TV Münchberg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:30;280254;München, Sporthalle PSV München;20043742;ÜBL MC;ÜBL Staffel SO 2 ;PSV München;HSG Schwab/kirchen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:30;280160;Ismaning, Schulsporthalle;20062345;ÜBOL WC;ÜBOL SO;TSV Ismaning;TSV Schleißheim;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:30;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20062249;ÜBOL WC;ÜBOL SW;FC Burlafingen;TSV Ottobeuren;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:30;210361;Schweinfurt Schulzentrum West;43;ÜBOL WA;ÜBOL Staffel NW;MHV Schweinf.09;HSG Volkach;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:30;240301;Oberviechtach, Sporthalle Gymnasium;20032135;ÜBOL MA;ÜBOL Staffel O;HV Oberviechtach;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:30;270020;Bad Tölz, Sporthalle an der Jahnstrasse;20037546;ÜBOL MB;ÜBOL Staffel S;TV Bad Tölz;TSV Neusäss;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:30;260362;Schwabhausen, Heinrich-Loder-Halle;20052738;ÜBOL WA;ÜBOL Staffel W;HSG Schwab/kirchen;FC Burlafingen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:45;280420;Unterhaching, Hachinga-Halle;20056239;LL WB;Landesliga Staffel Süd;HT München;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:45;260165;Ingolstadt, Bezirkssportanlage Süd-West I;20063542;ÜBL WC;ÜBL Staffel M ;DJK Ingolstadt;SSV Schrobenhausen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:45;220462;Wunsiedel, Volksschule;36;ÜBL WB;ÜBL Staffel N;HSG Fichtelgebirge;TV Münchberg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:45;250000;Aichach, Sporthalle Gymnasium;20058534;ÜBL WB;ÜBL Staffel SO 2 ;TSV Aichach;Eichenauer SV;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:45;230363;Schwabach, Goldschlägerhalle;20057129;ÜBOL WB;ÜBOL Staffel N;SG Schwabach/Roth;HC Erlangen II;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:45;210201;Lohr Spessarttorhalle;20057032;ÜBOL WB;ÜBOL Staffel NW;TSV Lohr;TS Herzogenaurach;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:45;260360;Simbach, Richard-Findel-Halle (städt. Sporthalle;20052849;ÜBOL WA;ÜBOL Staffel S;TSV Simbach;TV Altötting;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:45;260001;Altötting, Dreifachturnhalle Hauptschule;20037330;ÜBOL MB;ÜBOL Staffel SO;TV Altötting;TSV Sauerlach;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;12:50;230264;Nürnberg, Altenfurt Sporthalle;20063327;ÜBL WC;ÜBL Staffel N 2;TSV Altenfurt;SG Rohr/Pavelsbach;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;280010;Anzing, Sportzentrum;20040042;BY MC;Bayernliga;SV Anzing;HC Erlangen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;210421;Unterpleichfeld Schulzentrum;20056037;LL WB;Landesliga Staffel Nord;TSG Estenfeld;Mintraching/Neutraubling;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;210023;Bad Neustadt Berufsschule;20061028;LL WC;Landesliga Staffel Nord;VfL SF Bad Neust;TSV Haunstetten;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;280130;Grafing, Schulsportzentrum ;20036232;LL MB;Landesliga Staffel Süd;TSV Grafing;TSV Friedberg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;280244;München, Schulsporthalle Riegerhofstr.;20061228;LL WC;Landesliga Staffel Süd;SV München Laim;SpVgg Altenerding;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;260300;Oberschleißheim, Sporthalle an der Jahnstr. ;20036231;LL MB;Landesliga Staffel Süd;TSV Schleißheim;SC U`hfn/Germering;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;250125;Günzburg, Sporthalle ;20041244;LL MC;Landesliga Staffel Süd;VfL Günzburg;SC U`hfn/Germering;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;230462;Wendelstein, Schulturnhalle;35;ÜBL MA;ÜBL Staffel M ;TSV Wendelstein;TV Büchenbach;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;220220;Marktleugast, Dreifachsporthalle;45;ÜBL MC;ÜBL Staffel N 2;TV Marktleugast II;TV Helmbrechts;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;210463;Würzburg Kürnachtalhalle;20043042;ÜBL MC;ÜBL Staffel NW ;TG 48 Würzburg;TV Dettelbach;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;240342;Regensburg, Kerschensteiner-Halle;32;ÜBL WC;ÜBL Staffel O ;SG Regensburg;JHG Regendreieck;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;270021;Bad Tölz, Gabriel-Seidl Gymnasium;20064227;ÜBL WC;ÜBL Staffel S 3;SC Gaißach;TSV Brunnthal II;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;250200;Lauingen, Stadthalle;20038733;ÜBL MB;ÜBL Staffel SW 2 ;HSG Lauingen-Wittislingen;SV Mering;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;230121;Gunzenhausen, Simon-Marius-Gymnasium;20042032;ÜBOL MC;ÜBOL Staffel NW;TV Gunzenhausen;SG Kernfranken;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20052437;ÜBOL WA;ÜBOL Staffel O;JSG Nürnberger Land;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;280249;München, Sporthalle TSV Milbertshofen;20037547;ÜBOL MB;ÜBOL Staffel S;TSV Milbertshofen;TSV Allach 09 III;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;280366;Salzburg, Sporthalle Liefering;20042529;ÜBOL MC;ÜBOL Staffel SO;SG SHV/UHC Salzburg;VfL Waldkraiburg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:00;250101;Friedberg, Sporthalle des TSV Friedberg;20057331;ÜBOL WB;ÜBOL Staffel W;JSG Friedberg-Kissing;FC Burlafingen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:05;260342;Rottenburg, MZH Laabertal;20058428;ÜBL WB;ÜBL Staffel SO 1 ;TSV Rottenburg;VfR Garching;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:15;260224;Metten, St. Benedikt Halle;45;ÜBL MC;ÜBL Staffel NO 1 ;SSG Metten;ESV 27 Regensbg. II;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:15;280080;Ebersberg, Dr. Wintrich-Halle;20058744;ÜBL WB;ÜBL Staffel S;TSV EBE Forst United II;TSV Brannenburg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:15;260086;Erdweg, Schulsporthalle;20033428;ÜBL MA;ÜBL Staffel SO ;SpVgg Erdweg;FC Bayern München;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:15;270322;Pfronten, Heitlern Hauptschule ;20063919;ÜBL WC;ÜBL Staffel SW ;TSV Pfronten;TSV Mindelheim;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:15;280224;München, Sporthalle Eversbuschstr.;20062447;ÜBOL WC;ÜBOL S;TSV Allach 09 II;HCD Gröbenzell II;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:30;240100;Feucht, Wilhelm-Baum-Halle;20058330;ÜBL WB;ÜBL Staffel M ;TSV 04 Feucht;HSG Berching/Pollanten;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:30;230268;Nürnberg, Herriedenerhalle;20043543;ÜBL MC;ÜBL Staffel M  ;JHG Adler Nürnberg II;ESV Flügelrad;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:30;230140;Heilsbronn, Realschule;20063436;ÜBL WC;ÜBL Staffel NO;SG Kernfranken;HC Erlangen II;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:30;280352;Rosenheim, Gaborhalle ;20033633;ÜBL MA;ÜBL Staffel S ;ESV Rosenheim;TV Altötting;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:30;270122;Paul-Hey-Mittelschule;20043743;ÜBL MC;ÜBL Staffel SO 2 ;HC Gauting;ASV Dachau II;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:30;270180;Neugablonz, Sporthalle an der Turnerstrasse;20063920;ÜBL WC;ÜBL Staffel SW ;SG Kaufbeuren/Neugablonz;TSV Landsberg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:30;250263;Neu-Ulm, Sporthalle im Offenhauser Gries;20058635;ÜBL WB;ÜBL Staffel SW ;TSV Neu-Ulm;SG Biessenhofen-Marktoberdorf;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:30;250440;Vöhringen, Sportpark ;20033521;ÜBL MA;ÜBL Staffel SW  ;SC Vöhringen;VfL Buchloe;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:30;250124;Gundelfingen,Kreissporthalle ;20063629;ÜBL WC;ÜBL Staffel W ;TV Gundelfingen;TSV Wertingen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:30;210223;Marktsteft Mehrzweckhalle;20062024;ÜBOL WC;ÜBOL N;TV Marktsteft;HG Hut/Ahorn;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:45;230001;Ansbach, Beckenweiherhalle;44;ÜBL MB;ÜBL Staffel M;HG Ansbach;Post SV Nbg II;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:45;230262;Neustadt, Schulzentrum;45;ÜBL MB;ÜBL Staffel M;TSV Neustadt;MTV Stadeln II;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:45;230344;Rothenburg, Halle am P1;20043544;ÜBL MC;ÜBL Staffel M  ;TSV Rothenburg;TS Herzogenaurach;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:45;280145;Hausham, Schulsporthalle;20033634;ÜBL MA;ÜBL Staffel S ;TSV Schliersee;TuS Traunreut;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:45;220341;Rehau, Sportzentrum;20037147;ÜBOL MB;ÜBOL Staffel NO;HSV Hochfranken;HSC 2000 Coburg II;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:45;230108;Fürth, Sporthalle Stadeln;20057033;ÜBOL WB;ÜBOL Staffel NW;MTV Stadeln;TV Roßtal;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:45;280440;Vaterstetten, Schulsporthalle;20042530;ÜBOL MC;ÜBOL Staffel SO;TSV Vaterstetten;TuS Traunreut;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;13:50;260121;Gaimersheim, Edeka Ballsporthalle;20033327;ÜBL MA;ÜBL Staffel NO ;TSV Gaimersheim;TS Regensburg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;240340;Regensburg, Sporthalle ESV 27;20060027;BY WC;Bayernliga;ESV 27 Regensbg.;HC Erlangen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;250182;Krumbach, Halle Schulzentrum;20035033;BY MB;Bayernliga;TSV Niederraunau;TV Eibach 03;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;270129;Gräfelfing, Kurt-Huber-Gymnasium;20055039;BY WB;Bayernliga;HSG Würm-Mitte;1.FCN Handball;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;280237;München, Berufsbildungszentrum Orleanstr.;20030047;BY MA;Bayernliga;TSV München-Ost;Post SV Nbg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;270080;Eichenau, Sporthalle an der Budrio-Allee;20040043;BY MC;Bayernliga;Eichenauer SV;HSG Isar-Loisach;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;280320;Prien, Ludwig-Thoma-Halle;20060026;BY WC;Bayernliga;TuS Prien;SV Puschendorf;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;220041;Coburg, BGS Halle;20035032;BY MB;Bayernliga;HSC 2000 Coburg;TSV Allach 09;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;220140; Helmbrechts Sporthalle Helmbrechts;20056038;LL WB;Landesliga Staffel Nord;TV Helmbrechts;TG Landshut;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;270184;Kempten, Sporthalle an der Westendstrasse;20031230;LL MA;Landesliga Staffel Süd;SG Kempten-Kottern;Dietmannsried/Altusried;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;270461;Weilheim, Jahnhalle ;20031231;LL MA;Landesliga Staffel Süd;TSV Weilheim;HT München;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;240262;Neumarkt, Sporthalle Mittelschule;28;ÜBL MB;ÜBL Staffel NO ;DJK Neumarkt;JHG Regendreieck;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;210181;Kitzingen TGK Ballspielhalle;20063135;ÜBL WC;ÜBL Staffel NW  2;TV Großlangheim;TSV Iphofen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;210260;Nüdlingen Schlossberghalle;20063033;ÜBL WC;ÜBL Staffel NW 1;DJK Nüdlingen;HG Maintal;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;260069;Dachau, Sporthalle Augustenfeld;20043744;ÜBL MC;ÜBL Staffel SO 2 ;TSV Dachau 65;HSG München West II;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;280254;München, Sporthalle PSV München;20058536;ÜBL WB;ÜBL Staffel SO 2 ;PSV München;TSV Dachau 65;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;280242;München, Schulsporthalle Freiligrathstr. 71;20058535;ÜBL WB;ÜBL Staffel SO 2 ;MTSV Schwabing;SV Mering;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;250064;Donauwörth, Neudegger-Halle ;20038734;ÜBL MB;ÜBL Staffel SW 2 ;VSC Donauwörth;TSV Göggingen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;280400;Taufkirchen, Sporthalle Köglweg;20062346;ÜBOL WC;ÜBOL SO;HT München II;TuS Traunreut;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;230300;Oberasbach, Dietrich-Bonhoeffer-Gymnasium;20057130;ÜBOL WB;ÜBOL Staffel N;JSG Fürther Land II;TSV Altenfurt;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;280160;Ismaning, Schulsporthalle;20042337;ÜBOL MC;ÜBOL Staffel O;TSV Ismaning;HSG Freising-Neufahrn;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;260223;Manching, Sporthalle am Lindenkreuz;20032447;ÜBOL MA;ÜBOL Staffel S;MBB SG Manching;HSG Würm-Mitte;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;280241;München, Sporthalle Gaißacher Str.;20037548;ÜBOL MB;ÜBOL Staffel S;SG Süd/Blumenau;TSV Haunstetten;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;270325;Pullach, Erzdiözese;20032339;ÜBOL MA;ÜBOL Staffel SO;SV Pullach;TSV Murnau;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20037448;ÜBOL MB;ÜBOL Staffel SW;JSG Burlafingen/Neu-Ulm;SC Vöhringen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:15;210342;Rimpar DJK-Halle;20040044;BY MC;Bayernliga;SG DJK Rimpar;TSV Allach 09;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:15;260022;Burghausen, Halle am Sportpark;20044037;ÜBL MC;ÜBL Staffel S 1;SVW  Burghausen;TV Eggenfelden;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:15;240140;Hemau, Tangrintel-Halle;20062130;ÜBOL WC;ÜBOL O;HG Hemau/Beratzhausen;HSG Pyrbaum/Seligenporten;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:15;230264;Nürnberg, Altenfurt Sporthalle;20052250;ÜBOL WA;ÜBOL Staffel N;TSV Altenfurt;MSG Forchheim-Niederlindach;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:15;210361;Schweinfurt Schulzentrum West;47;ÜBOL MA;ÜBOL Staffel N;MHV Schweinf.09;SG Kernfranken;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:15;210201;Lohr Spessarttorhalle;44;ÜBOL WA;ÜBOL Staffel NW;TSV Lohr;SG DJK Rimpar;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:15;270020;Bad Tölz, Sporthalle an der Jahnstrasse;20052637;ÜBOL WA;ÜBOL Staffel SW;TV Bad Tölz;TSV Gilching;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;240264;Neutraubling, Sporthalle Mittelschule;20060028;BY WC;Bayernliga;Mintraching/Neutraubling;TSV Allach 09;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;240301;Oberviechtach, Sporthalle Gymnasium;20056039;LL WB;Landesliga Staffel Nord;HV Oberviechtach;Tuspo Heroldsberg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;250000;Aichach, Sporthalle Gymnasium;20051229;LL WA;Landesliga Staffel Süd;TSV Aichach;TSV Haunstetten;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;280010;Anzing, Sportzentrum;20036234;LL MB;Landesliga Staffel Süd;SV Anzing;TSV Allach 09 II;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;280420;Unterhaching, Hachinga-Halle;20036233;LL MB;Landesliga Staffel Süd;HT München;TSV Gilching;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;220220;Marktleugast, Dreifachsporthalle;35;ÜBL MB;ÜBL Staffel N ;TV Marktleugast;SG Marktleuthen/Niederlamitz;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;260165;Ingolstadt, Bezirkssportanlage Süd-West I;20033328;ÜBL MA;ÜBL Staffel NO ;DJK Ingolstadt;MTV  Ingolstadt;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;240460;Wackersdorf, Schulsporthalle;33;ÜBL WC;ÜBL Staffel O ;TV Wackersdorf;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;280244;München, Schulsporthalle Riegerhofstr.;20043745;ÜBL MC;ÜBL Staffel SO 2 ;SV München Laim;TSV Karlsfeld;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;260342;Rottenburg, MZH Laabertal;36;ÜBL MB;ÜBL Staffel SO 2 ;TSV Rottenburg;TV Eggenfelden;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;230462;Wendelstein, Schulturnhalle;20062131;ÜBOL WC;ÜBOL O;TSV Wendelstein;TSV Gaimersheim;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;250181;Königsbrunn, Dreifachhalle;20062250;ÜBOL WC;ÜBOL SW;BHC Königsbr.09;TSV Gersthofen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;260321;Pfaffenhofen-Niederscheyern, Hauptschule;20037228;ÜBOL MB;ÜBOL Staffel M;MTV Pfaffenhofen;SpVgg Altenerding;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;240365;Sulzbach-Rosenberg, Krötensee-Halle;20037227;ÜBOL MB;ÜBOL Staffel M;JSG Amberg/Sulzbach;TSV Neutraubling;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;240346;Roding, Rundturnhalle;20052338;ÜBOL WA;ÜBOL Staffel M;JHG Regendreieck;MBB SG Manching;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;210224;Mellrichstadt Gymnasium;45;ÜBOL WA;ÜBOL Staffel NW;TSV Mellrichstadt;SG Dett./Biberg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;230121;Gunzenhausen, Simon-Marius-Gymnasium;20037047;ÜBOL MB;ÜBOL Staffel NW;TV Gunzenhausen;SG DJK Rimpar II;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;260362;Schwabhausen, Heinrich-Loder-Halle;20057422;ÜBOL WB;ÜBOL Staffel SO;HSG Schwab/kirchen;TSV Allach 09;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:30;280130;Grafing, Schulsportzentrum ;20032340;ÜBOL MA;ÜBOL Staffel SO;TSV Grafing;SG SHV/UHC Salzburg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:45;270100;Fürstenfeldbruck, Wittelsbacher-Halle;20035034;BY MB;Bayernliga;TuS Fürstenfeldbruck;SG DJK Rimpar;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:45;260360;Simbach, Richard-Findel-Halle (städt. Sporthalle;20041245;LL MC;Landesliga Staffel Süd;TSV Simbach;Schwabmünchen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:45;210180;Karlstadt Gymnasium;20043043;ÜBL MC;ÜBL Staffel NW ;TSV Karlstadt;TG 1862 Höchberg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:45;270021;Bad Tölz, Gabriel-Seidl Gymnasium;20058745;ÜBL WB;ÜBL Staffel S;SC Gaißach;TSV Sauerlach;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:45;280030;Brannenburg, Mehrzweckhalle;20064228;ÜBL WC;ÜBL Staffel S 3;TSV Brannenburg;SHC Salzburg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:45;250220;Meitingen, Sporthalle;20043944;ÜBL MC;ÜBL Staffel SW 2 ;TSV Meitingen;TSV Neusäss;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:45;210463;Würzburg Kürnachtalhalle;48;ÜBOL MA;ÜBOL Staffel N;TG 48 Würzburg;DJK Waldbüttelbr;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:45;230081;Emskirchen, Sport- und. Spielzentrum;20037048;ÜBOL MB;ÜBOL Staffel NW;SV Puschendorf;DJK Waldbüttelbr;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:45;250101;Friedberg, Sporthalle des TSV Friedberg;20037549;ÜBOL MB;ÜBOL Staffel S;TSV Friedberg II;HSG Gröbenzell-Olching;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:45;270464;Wolfratshausen, Sporthalle an der Loisach;20037545;ÜBOL MB;ÜBOL Staffel S;HSG Isar-Loisach;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:45;280080;Ebersberg, Dr. Wintrich-Halle;20037331;ÜBOL MB;ÜBOL Staffel SO;TSV EBE Forst United;TSV Trudering;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:45;270322;Pfronten, Heitlern Hauptschule ;20052638;ÜBOL WA;ÜBOL Staffel SW;TSV Pfronten;TuS Fürstenfeldbruck;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;14:45;250124;Gundelfingen,Kreissporthalle ;20057332;ÜBOL WB;ÜBOL Staffel W;TV Gundelfingen;TSV Haunstetten II;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:00;250125;Günzburg, Sporthalle ;20035035;BY MB;Bayernliga;VfL Günzburg;TSV Simbach;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:00;210421;Unterpleichfeld Schulzentrum;20051029;LL WA;Landesliga Staffel Nord;TSG Estenfeld;SV Puschendorf;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:00;230268;Nürnberg, Herriedenerhalle;20041043;LL MC;Landesliga Staffel Nord;JHG Adler Nürnberg;ESV 27 Regensbg.;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:00;220024;Burgebrach, Dreifachsporthalle ;20058237;ÜBL WB;ÜBL Staffel NO;Windeck/Burgebrach;HC Neust./Aisch;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:00;270180;Neugablonz, Sporthalle an der Turnerstrasse;20043834;ÜBL MC;ÜBL Staffel SW 1 ;SG Kaufbeuren/Neugablonz;TSV Landsberg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:00;270122;Paul-Hey-Mittelschule;20062448;ÜBOL WC;ÜBOL S;HC Gauting;Eichenauer SV;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:00;240080;Eckental, Sporthalle Eschenau;20037148;ÜBOL MB;ÜBOL Staffel NO;HG Eckental;ESV Flügelrad;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:00;280249;München, Sporthalle TSV Milbertshofen;20032448;ÜBOL MA;ÜBOL Staffel S;TSV Milbertshofen;HSG Freising-Neufahrn;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:15;210223;Marktsteft Mehrzweckhalle;20050037;BY WA;Bayernliga;TV Marktsteft;MTV Stadeln;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:15;240100;Feucht, Wilhelm-Baum-Halle;20036033;LL MB;Landesliga Staffel Nord;TSV 04 Feucht;TV Marktsteft;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:15;240083;Erlangen, Sporthalle am Europakanal;20041044;LL MC;Landesliga Staffel Nord;HC Erlangen II;VFL Landshut;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:15;280480;Zorneding, Sporthalle;20052538;ÜBOL WA;ÜBOL Staffel SO;TSV Zorneding;MTSV Schwabing;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:25;260121;Gaimersheim, Edeka Ballsporthalle;20038534;ÜBL MB;ÜBL Staffel SO 1;TSV Gaimersheim;DJK Eichstätt;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:30;280352;Rosenheim, Gaborhalle ;20040045;BY MC;Bayernliga;ESV Rosenheim;HSG Gröbenzell-Olching;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:30;280440;Vaterstetten, Schulsporthalle;20022074;LLF;Landesliga Staffel S;TSV Vaterstetten;SV-DJK Taufkirchen;="0:0";="0:0";;;;;;;;
